year,selling_price,km_driven,seller_type,transmission,owner,fuel_Diesel,fuel_Petrol
5,420000,60000,1,1,0,1,0
4,525000,110000,1,1,0,1,0
12,125000,85000,1,1,0,0,1
10,325000,135000,1,1,0,1,0
8,330000,86000,1,1,3,1,0
10,110000,50000,1,1,0,0,1
1,450000,1950,1,1,0,0,1
15,85000,118400,1,1,0,0,1
13,229999,70000,1,1,1,0,1
8,250000,60000,1,1,1,0,1
5,650000,68000,1,1,0,1,0
3,600000,46507,0,1,0,1,0
3,650000,6480,0,1,0,0,1
3,750000,32077,0,1,0,1,0
2,850000,19107,0,1,0,0,1
3,315000,18469,0,1,0,0,1
5,415000,28217,0,1,0,0,1
4,640000,72787,0,1,0,1,0
3,780000,31063,0,1,0,0,1
5,850000,58692,0,1,0,1,0
5,900000,54784,0,1,0,1,0
4,1150000,64156,0,1,0,0,1
13,75000,54000,1,1,0,0,1
8,215000,97000,1,1,0,1,0
11,130000,120000,1,0,1,0,1
1,400000,16000,1,0,0,0,1
1,550000,60000,1,0,0,0,1
4,245000,52000,0,1,0,0,1
10,320000,110000,1,1,3,1,0
4,730000,60000,1,0,1,1,0
15,120000,100000,1,1,3,0,1
3,950000,35000,1,1,0,0,1
3,350000,48000,1,1,3,0,1
15,100000,20000,1,1,1,0,1
3,350000,30000,1,1,0,0,1
15,80000,40000,1,1,1,0,1
7,370000,60000,1,1,0,0,1
8,160000,70000,1,1,1,0,1
11,130000,120000,1,1,0,1,0
4,250000,30000,1,1,0,0,1
8,270000,80000,1,1,1,1,0
7,160000,80000,1,1,0,0,1
4,229999,80000,1,1,0,0,1
3,750000,29000,1,1,0,1,0
9,195000,120000,1,1,0,1,0
5,320000,60000,1,1,0,0,1
2,1100000,20000,1,1,0,1,0
4,270000,22000,1,1,0,0,1
8,300000,50000,1,1,0,0,1
8,200000,50000,1,1,0,1,0
13,120000,81366,1,1,0,0,1
14,95000,110000,1,1,0,0,1
7,400000,100000,1,1,0,0,1
4,430000,20000,1,1,0,1,0
8,300000,90000,1,1,0,1,0
7,350000,70000,1,1,0,0,1
7,450000,120000,1,1,0,1,0
4,200000,53000,1,1,1,0,1
3,250000,30000,1,1,0,0,1
8,368000,90000,1,1,1,0,1
8,368000,90000,1,1,1,0,1
23,150000,120000,1,1,3,1,0
8,180000,60000,1,1,0,0,0
3,525000,15000,1,1,0,0,1
15,350000,150000,1,1,1,1,0
2,850000,30000,1,1,1,1,0
13,75000,54000,1,1,0,0,1
15,160000,67000,1,1,0,0,1
3,500000,40000,1,1,0,1,0
12,130000,100000,1,1,0,0,1
5,350000,100000,1,1,1,1,0
15,70000,80000,1,1,0,0,1
6,750000,145000,1,1,1,1,0
7,450000,53000,1,1,0,1,0
5,430000,73000,1,1,3,1,0
9,260000,90000,1,1,3,1,0
7,370000,80000,1,1,3,1,0
9,229999,100000,1,1,0,0,0
9,140000,90000,1,1,3,1,0
7,700000,200000,1,1,0,1,0
0,545000,7300,1,1,0,0,1
3,200000,30000,1,1,0,0,1
5,500000,120000,1,1,0,1,0
12,70000,90000,1,1,1,0,1
7,580000,25000,1,1,3,1,0
8,160000,70000,1,1,1,0,0
2,450000,6000,1,1,0,0,1
10,160000,36000,1,1,0,0,1
4,760000,49000,1,1,0,1,0
5,300000,22000,1,1,0,0,1
22,50000,35000,1,1,1,0,0
1,800000,24000,1,1,0,1,0
2,680000,20000,1,1,0,1,0
11,85000,50000,1,1,1,0,0
4,1300000,70000,1,1,0,1,0
4,500000,60000,1,1,0,0,1
12,145000,60000,1,1,0,0,1
7,300000,60000,1,1,0,1,0
3,600000,60000,1,1,1,1,0
5,400000,70000,1,1,1,0,1
13,130000,135000,1,1,1,0,1
19,45000,72539,1,1,1,0,1
3,641000,25000,1,1,0,0,1
5,650000,50000,1,1,0,1,0
0,784000,101,0,1,2,1,0
0,635000,101,0,1,2,0,1
0,1000000,101,0,1,2,1,0
5,495000,52328,0,1,0,1,0
7,324000,30000,1,1,0,0,1
4,2100000,91505,0,0,0,1,0
2,200000,35000,1,1,0,0,1
5,320000,60000,1,1,0,1,0
5,300000,20500,1,1,0,0,1
7,180000,200000,1,1,0,1,0
12,500000,154000,1,1,3,1,0
9,305000,120000,1,1,1,0,1
11,125000,50000,1,1,3,0,1
5,800000,135000,1,1,0,1,0
11,420000,100000,1,1,0,1,0
3,875000,40000,1,1,0,1,0
6,580000,70000,1,1,0,1,0
9,350000,133000,1,1,1,1,0
16,120000,110000,1,1,1,0,1
7,150000,180000,1,1,3,1,0
7,650000,120000,1,1,0,1,0
10,225000,80000,1,1,1,0,1
6,400000,15000,1,0,0,0,1
15,250000,70000,1,1,0,0,1
12,120000,41723,1,1,1,0,1
10,250000,70000,1,1,0,0,1
8,175000,20000,1,1,1,0,1
7,450000,1000,0,1,1,1,0
2,590000,26350,0,1,0,1,0
5,225000,68745,0,1,0,1,0
4,900000,47000,1,1,0,1,0
3,375000,27289,0,0,0,0,1
4,320000,24662,0,1,0,0,1
7,525000,37000,0,1,0,1,0
6,650000,28245,0,1,0,1,0
3,575000,27005,0,1,0,1,0
6,355000,39227,0,1,0,0,1
4,470000,31367,0,1,0,1,0
12,221000,35008,0,1,0,0,1
11,195000,27005,0,1,0,0,1
16,90000,100005,0,1,1,0,1
7,580000,45264,0,1,0,1,0
6,325000,39093,0,1,0,0,1
7,495000,45241,0,1,0,0,1
6,290000,12000,0,1,0,0,1
2,375000,2769,0,1,0,0,1
9,211000,43128,0,1,0,1,0
10,270000,110000,1,1,1,0,1
16,70000,50000,1,1,1,0,1
10,225000,60000,1,1,1,0,1
6,420000,70000,1,1,3,1,0
5,280000,22255,1,1,0,0,1
7,400000,59213,1,1,0,0,1
5,850000,55000,1,1,0,1,0
9,550000,80000,1,1,0,1,0
9,550000,80000,1,1,0,1,0
2,1000000,40000,1,1,0,1,0
6,350000,170000,1,1,0,1,0
9,350000,170000,1,1,1,1,0
13,170000,70000,1,1,3,0,1
0,828999,1010,0,1,2,0,1
0,1119000,1010,0,1,2,0,1
0,746000,1111,0,1,2,0,1
0,1030000,1010,0,1,2,0,1
0,1334000,1010,0,1,2,1,0
0,811999,1010,0,1,2,0,1
0,1331000,1010,0,1,2,1,0
0,852000,1010,0,1,2,0,1
14,45000,120000,1,1,1,1,0
7,430000,70000,1,1,3,1,0
9,140000,60000,1,1,1,1,0
5,830000,70000,1,1,0,1,0
11,409999,110000,1,1,1,1,0
8,190000,80000,1,1,3,1,0
13,200000,80000,1,1,1,0,1
14,120000,110000,1,1,1,0,1
1,850000,50000,1,1,0,1,0
9,95000,115000,1,1,3,1,0
7,213000,80000,1,1,0,0,1
2,660000,25000,1,1,0,1,0
3,415000,48965,0,1,0,0,1
1,1100000,5166,0,1,2,0,1
8,650000,76290,0,1,0,1,0
4,969999,70000,1,0,1,1,0
4,1250000,35000,1,1,0,1,0
3,715000,25000,1,0,0,1,0
3,715000,25000,1,0,0,1,0
4,565000,47000,0,1,0,1,0
7,615000,45766,1,1,1,1,0
13,199000,78771,0,1,1,1,0
10,325000,79357,0,1,0,1,0
8,409999,28000,1,1,0,1,0
8,500000,72000,0,0,1,1,0
9,225000,76736,0,1,1,1,0
13,135000,70000,1,1,1,0,1
8,750000,80000,1,0,1,1,0
11,155000,60000,1,1,1,0,0
8,335000,77000,0,1,3,1,0
15,114999,92645,0,1,3,1,0
13,699000,101849,0,1,1,1,0
16,110000,120000,1,1,3,1,0
8,300000,80000,1,1,0,0,1
6,700000,70000,1,1,1,1,0
3,700000,120000,1,1,0,1,0
7,210000,42000,1,1,3,0,1
8,600000,120000,1,1,3,1,0
8,180000,155836,1,1,1,1,0
9,220000,59000,1,1,1,0,1
11,70000,60000,1,1,0,0,1
2,950000,70000,1,1,1,1,0
6,800000,20000,1,1,0,1,0
8,700000,120000,1,1,3,1,0
4,265000,40000,1,1,0,0,1
9,175000,90000,1,1,3,1,0
8,260000,89000,1,1,1,1,0
7,950000,80000,1,1,3,1,0
11,250000,200000,1,1,3,1,0
5,630000,50000,1,1,0,1,0
8,35000,35000,1,1,3,0,1
7,450000,1000,0,1,1,1,0
7,1580000,86000,0,0,0,1,0
4,535000,52600,1,1,0,1,0
8,225000,110000,1,1,1,0,1
3,550000,19890,0,0,0,0,1
4,670000,7104,0,1,0,0,1
5,625000,11918,0,1,0,0,1
3,520000,10510,0,0,0,0,1
4,239000,41000,0,1,0,0,1
5,750000,45974,0,1,0,1,0
8,229999,49824,0,1,0,0,1
7,1300000,58500,0,0,0,1,0
15,80000,56580,0,1,0,0,1
8,385000,52000,0,1,0,1,0
5,760000,55340,0,1,0,0,1
3,600000,46507,0,1,0,1,0
6,330000,200000,1,1,3,1,0
11,150000,120000,1,1,0,0,1
12,105000,90000,1,1,0,1,0
7,185000,65000,1,1,0,1,0
6,260000,50000,1,1,0,1,0
8,450000,33000,1,1,0,1,0
4,500000,38000,1,1,0,0,1
8,260000,40000,1,1,0,0,1
8,265000,55000,1,1,1,1,0
3,800000,26000,1,1,1,1,0
4,869999,80000,1,1,0,1,0
2,690000,40000,1,1,0,0,1
9,825000,120000,1,1,0,1,0
14,160000,63230,1,1,1,0,1
14,300000,120000,1,1,1,1,0
15,100000,100000,1,1,3,0,1
5,530000,77000,1,1,1,1,0
4,360000,30000,1,1,0,0,1
5,220000,40000,1,1,0,0,1
3,178000,35000,1,1,0,0,1
2,515000,5000,1,1,0,1,0
6,300000,35000,1,1,0,0,1
12,105000,90000,1,1,0,1,0
7,185000,65000,1,1,0,1,0
8,150000,80000,1,1,1,1,0
6,260000,50000,1,1,0,1,0
8,450000,33000,1,1,0,1,0
4,500000,38000,1,1,0,0,1
8,260000,40000,1,1,0,0,1
8,265000,55000,1,1,1,1,0
3,750000,15000,1,1,0,0,1
3,800000,26000,1,1,1,1,0
4,869999,80000,1,1,0,1,0
8,950000,80000,1,1,0,1,0
2,690000,40000,1,1,0,0,1
9,825000,120000,1,1,0,1,0
7,170000,70000,1,1,0,0,1
14,160000,63230,1,1,1,0,1
14,300000,120000,1,1,1,1,0
5,315000,45000,1,1,1,0,1
14,90000,40000,1,1,1,0,1
15,100000,100000,1,1,3,0,1
12,65000,110000,1,1,3,0,1
8,312000,90000,1,1,1,1,0
2,700000,25000,1,1,0,1,0
15,150000,47000,1,1,0,0,1
7,450000,60000,1,1,0,1,0
10,229999,120000,1,1,1,1,0
12,111000,120000,1,1,0,1,0
8,250000,140000,1,1,1,1,0
1,750000,1001,0,1,0,1,0
3,774000,1758,0,0,0,0,1
2,711000,1452,0,0,0,0,1
3,600000,35122,0,1,0,1,0
5,455000,92621,0,1,0,1,0
5,225000,92198,0,1,1,0,1
1,650000,5000,1,1,0,1,0
7,200000,50000,1,1,0,0,1
4,875000,74000,1,0,0,1,0
3,750000,40000,1,0,0,1,0
1,725000,22000,1,0,0,1,0
13,100000,100000,1,1,1,0,1
1,1100000,40000,1,1,0,1,0
4,280000,23000,1,1,0,0,1
11,150000,30000,1,1,0,1,0
10,200000,50000,1,1,0,0,1
10,148000,100000,1,1,1,1,0
9,254999,70000,1,1,1,0,1
7,360000,60000,1,1,1,0,1
14,95000,90000,1,1,1,0,1
8,185000,40000,1,1,0,1,0
1,300000,15000,1,1,0,0,1
2,800000,40000,1,1,0,0,1
20,60000,50000,1,1,0,0,1
10,80000,50000,1,1,1,0,1
2,500000,8000,1,1,0,0,1
7,250000,35000,1,1,0,0,1
10,250000,80000,1,1,0,1,0
15,125000,50000,1,1,1,0,1
18,100000,80000,1,1,3,0,1
10,480000,90000,1,1,0,1,0
2,320000,30000,1,1,1,0,1
10,130000,70000,1,1,1,0,1
14,57000,80000,1,1,1,1,0
15,75000,60000,1,1,0,0,1
17,60000,35000,1,1,0,0,1
12,125000,70000,1,1,0,0,1
16,105000,100000,1,1,3,0,1
12,125000,152000,1,1,1,0,0
22,69000,70000,1,1,1,0,1
8,130000,90000,1,1,1,1,0
1,630000,40000,1,1,0,0,1
4,330000,50000,1,1,1,0,1
6,340000,15000,1,1,1,0,1
14,60000,120000,1,1,3,0,1
6,550000,78322,1,1,0,1,0
6,480000,110000,1,1,1,1,0
7,315000,80000,1,1,1,1,0
8,165000,120000,1,1,0,1,0
4,170000,125000,1,1,0,0,1
2,550000,8000,1,1,0,0,1
2,465000,13000,1,1,0,0,1
8,120000,80000,1,1,3,1,0
12,220000,54309,1,1,0,0,1
9,180000,70000,1,1,1,1,0
14,150000,34600,1,1,3,0,1
4,520000,25000,1,1,0,0,1
7,430000,80000,1,1,3,1,0
11,300000,55000,1,1,1,1,0
0,1000000,5000,1,1,0,1,0
3,725000,30000,1,1,0,1,0
9,500000,31000,1,1,0,1,0
9,250000,50000,1,1,0,0,1
2,700000,38217,1,1,0,1,0
9,185000,50000,1,1,3,0,1
9,200000,120000,1,1,0,1,0
16,315000,110000,1,1,3,1,0
1,1100000,40000,1,1,0,1,0
19,52000,50000,1,1,3,0,1
3,600000,10000,1,1,0,0,1
1,1700000,10000,1,1,0,1,0
5,451000,100000,1,1,0,1,0
4,370000,60000,1,1,0,0,1
4,280000,23000,1,1,0,0,1
3,350000,30000,1,1,0,0,1
9,250000,50000,1,1,0,0,1
6,204999,25000,1,1,1,0,1
1,500000,15000,1,1,0,0,1
11,150000,30000,1,1,0,1,0
10,175000,45000,1,1,1,0,1
11,170000,44800,1,1,1,0,1
10,200000,50000,1,1,0,0,1
2,800000,52000,1,1,0,1,0
3,1200000,50000,1,0,0,1,0
12,400000,35000,1,1,1,0,1
10,148000,100000,1,1,1,1,0
6,200000,100000,1,1,0,1,0
4,284000,40000,1,1,1,1,0
13,80000,60000,1,1,3,0,1
6,170000,77000,1,1,0,0,1
9,150000,60000,1,1,0,0,1
10,110000,77073,1,1,1,0,1
4,400000,70000,1,1,0,1,0
7,275000,90000,1,1,1,0,0
7,800000,186000,1,1,3,1,0
6,550000,90000,1,1,0,1,0
13,125000,100000,1,1,1,0,1
10,135000,80000,1,1,1,0,1
8,349000,150000,1,1,0,1,0
6,458000,80000,1,1,0,1,0
2,300000,35000,1,1,0,0,1
12,95000,70000,1,1,0,0,1
2,850000,50000,1,1,0,1,0
1,750000,25000,1,1,0,1,0
7,190000,120000,1,1,0,1,0
11,150000,70000,1,1,0,0,1
11,114999,106000,1,1,3,0,1
10,320000,120000,1,1,3,0,1
1,300000,120000,1,1,0,0,0
4,275000,160000,1,1,0,0,1
10,140000,120000,1,1,1,0,1
0,830000,10000,1,1,0,0,1
7,380000,50000,1,1,0,0,1
10,150000,90000,1,1,1,0,1
12,50000,70000,1,1,0,0,1
12,155000,100000,1,1,0,1,0
12,155000,100000,1,1,0,1,0
10,300000,80000,1,1,0,0,1
2,300000,16584,0,1,0,0,1
4,385000,38000,0,1,0,1,0
10,221000,51000,0,1,0,0,1
4,381000,38000,0,1,0,1,0
5,250999,35000,0,1,0,0,1
18,60000,120000,1,1,3,0,1
4,380000,38000,0,1,0,1,0
12,180000,144000,1,1,3,1,0
3,751000,64000,0,1,0,1,0
5,1250000,60000,0,0,0,1,0
6,229999,65000,0,1,0,0,1
1,1250000,24000,1,1,0,1,0
6,782000,58000,0,1,1,1,0
6,780000,58000,0,1,1,1,0
4,245000,68000,0,1,0,0,1
9,321000,81257,0,1,0,1,0
3,509999,44000,0,1,0,1,0
5,110000,45000,0,1,0,0,1
7,400000,75000,0,1,0,1,0
7,370000,90000,1,1,0,0,1
13,175000,80000,1,1,1,1,0
22,1000000,35000,1,0,1,0,1
7,92800,25000,1,1,1,0,1
6,291000,90000,1,1,0,1,0
7,92800,25000,1,1,1,0,1
7,335000,110000,1,1,3,1,0
7,170000,35000,1,1,0,0,1
1,295000,10000,1,1,0,0,1
1,375000,10000,1,1,0,0,1
8,215000,70000,1,1,1,0,1
11,150000,110000,1,1,1,1,0
17,60000,5000,1,1,1,0,1
14,52000,120000,1,1,3,0,1
11,80000,90000,1,1,1,0,0
8,140000,70000,1,1,1,0,1
12,120000,90000,1,1,1,0,1
14,110000,120000,1,1,3,1,0
8,280000,110000,1,1,3,1,0
4,450000,50000,1,1,1,1,0
2,1150000,58000,1,1,0,1,0
2,650000,15000,1,1,0,1,0
5,300000,60000,1,1,1,0,1
5,73000,57000,1,1,0,0,1
5,400000,87000,1,1,3,1,0
3,300000,70000,1,1,0,0,1
8,300000,30000,1,0,1,0,1
8,450000,80000,1,1,0,1,0
11,200000,100000,1,1,1,0,1
1,580000,40000,1,1,0,0,1
3,550000,3917,1,1,0,0,1
13,190000,160000,1,1,1,1,0
3,450000,35000,1,1,0,1,0
6,220000,70000,1,1,0,0,1
8,310000,69069,0,1,0,0,1
1,650000,13500,1,1,0,0,1
6,300000,59059,0,1,0,0,1
7,200000,70000,1,1,0,0,1
8,285000,39039,0,1,0,0,1
6,335000,33033,0,1,0,0,1
9,370000,55168,1,1,1,0,1
7,375000,41041,0,1,0,0,1
11,235000,67067,0,1,0,0,1
7,345000,66066,0,0,0,0,1
7,365000,82082,0,1,0,1,0
6,400000,48000,1,1,0,0,1
5,250000,30000,1,1,0,0,1
8,465000,70070,0,0,0,1,0
3,300000,10000,1,1,0,0,1
2,655000,25000,1,1,0,0,1
4,350000,30000,1,1,1,0,0
5,500000,50000,0,0,0,0,1
5,465000,63063,0,0,0,0,1
12,263000,70000,1,1,0,1,0
8,250000,90000,1,1,0,0,1
21,60000,90000,1,1,3,0,1
15,70000,90000,1,1,3,0,1
4,250000,30000,1,1,0,0,1
4,229999,80000,1,1,0,0,1
9,195000,120000,1,1,0,1,0
4,270000,22000,1,1,0,0,1
3,650000,140000,1,1,0,1,0
6,370000,80000,1,1,1,1,0
4,509999,40000,1,1,0,1,0
9,280000,33000,1,1,0,0,1
10,180000,40000,1,1,0,0,1
2,300000,10500,1,1,0,0,1
7,400000,107000,1,1,0,1,0
10,210000,60000,1,1,1,0,1
14,90000,120000,1,1,1,0,1
10,222000,70000,1,1,0,0,1
5,240000,50000,1,1,1,0,1
7,450000,70000,1,1,1,1,0
3,650000,6000,1,1,0,0,1
10,200000,78000,0,1,1,1,0
9,210000,72000,0,1,3,1,0
9,75000,9528,0,1,0,0,1
9,450000,135200,0,1,0,1,0
9,220000,58000,0,1,1,0,1
7,325000,78000,0,1,1,1,0
2,450000,45000,1,1,0,0,1
3,825000,35000,1,1,0,1,0
13,125000,76000,0,1,3,0,1
5,434999,100000,1,1,3,1,0
9,484999,99000,1,1,1,1,0
11,175000,80000,1,1,3,1,0
14,220000,120000,1,1,3,0,1
0,1250000,1100,0,1,0,0,1
3,215000,34000,0,1,0,0,1
6,625000,68000,0,1,0,1,0
2,615000,15000,1,1,0,1,0
8,130000,58000,0,1,0,1,0
7,175000,50300,1,1,0,1,0
9,150000,70000,1,1,1,1,0
9,195000,60000,1,1,3,1,0
0,550000,90000,1,1,0,1,0
2,1500000,40000,1,1,0,1,0
10,400000,80000,1,1,1,0,1
1,1350000,15000,1,1,0,1,0
5,217000,45000,1,1,0,0,1
9,290000,130000,1,1,1,1,0
2,700000,80000,1,1,0,1,0
6,175000,40000,1,1,0,0,1
3,575000,80000,1,1,0,1,0
4,380000,100000,1,1,1,1,0
7,350000,151624,1,1,1,1,0
8,450000,160000,1,1,0,1,0
15,130000,110000,1,1,1,0,0
5,320000,74820,1,1,0,1,0
6,550000,82000,1,1,0,1,0
5,370000,50000,1,1,1,0,1
10,114999,70000,1,1,1,0,1
0,1100000,1000,1,1,0,0,1
14,170000,170000,1,1,0,1,0
12,80000,150000,1,1,3,1,0
1,950000,17000,1,1,0,1,0
6,425000,150000,1,1,0,1,0
5,500000,80000,1,1,0,1,0
15,70000,170000,1,1,3,0,1
7,349000,120000,1,1,0,1,0
8,330000,90000,1,1,3,0,1
10,120000,90000,1,1,3,0,1
7,430000,100000,1,1,1,1,0
6,390000,90000,1,1,0,1,0
8,225000,129000,1,1,0,1,0
10,350000,186000,1,0,1,1,0
11,100000,66778,1,1,0,1,0
6,190000,50000,1,1,0,0,1
6,315000,110000,1,1,1,1,0
5,300000,60000,1,1,1,1,0
4,280000,40000,1,1,0,0,1
3,1650000,55000,0,1,0,1,0
5,295000,21000,0,1,1,0,1
8,2050000,66363,0,0,1,0,1
2,1475000,11700,0,0,0,0,1
3,1100000,10000,1,0,0,0,1
4,670000,7104,0,1,0,0,1
5,750000,45974,0,1,0,1,0
5,760000,55340,0,1,0,0,1
3,850000,20000,0,0,1,0,1
5,390000,61585,0,1,0,1,0
4,450000,39415,0,0,1,0,1
6,425000,29654,0,1,0,0,1
4,770000,64672,0,1,0,1,0
5,1150000,54634,0,0,1,1,0
5,775000,66521,0,1,0,0,1
1,720000,3000,1,0,0,0,1
2,1725000,23974,0,0,1,1,0
2,539000,10000,1,1,0,0,1
3,420000,50000,1,1,0,0,1
19,85000,70000,1,1,3,0,1
16,142000,73000,1,1,3,0,1
6,180000,76000,1,1,1,0,1
6,400000,120000,1,1,1,1,0
11,360000,170000,1,0,3,1,0
17,85000,110000,1,1,1,0,1
4,350000,63400,1,1,0,0,1
5,380000,25000,1,1,0,0,1
11,140000,80000,1,1,3,0,1
8,200000,90000,1,1,0,0,1
9,150000,157000,1,1,0,0,1
8,150000,80000,1,1,1,1,0
14,90000,40000,1,1,1,0,1
13,300000,100000,1,1,1,1,0
3,280000,50000,1,1,0,0,1
9,200000,40000,1,1,0,0,1
11,110000,38500,1,1,1,0,1
12,140000,103921,1,1,1,0,1
0,1050000,10000,1,1,0,1,0
2,1150000,14825,0,1,0,0,1
4,910000,43377,0,1,0,1,0
10,160000,102307,0,1,0,1,0
16,105000,79000,1,1,1,0,1
6,1200000,135000,1,0,3,1,0
2,300000,10500,1,1,0,0,1
16,70000,90000,1,1,3,0,1
8,160000,110000,1,1,0,1,0
8,160000,50000,1,1,0,1,0
7,225000,80000,1,1,0,1,0
2,790000,19571,0,1,0,1,0
18,145000,100000,1,1,0,0,1
2,1200000,29600,0,1,0,0,1
2,930000,20000,1,1,0,1,0
4,210000,30000,1,1,0,0,1
12,110000,154000,1,1,3,1,0
9,175000,70000,1,1,0,0,1
2,950000,15000,1,0,0,1,0
3,650000,40000,1,1,0,1,0
1,550000,51000,1,1,0,0,1
12,85000,120000,1,1,1,0,1
1,340000,50000,1,1,0,0,1
3,825000,13500,1,1,0,1,0
4,509999,35000,1,1,0,0,1
7,450000,1000,0,1,1,1,0
7,1580000,86000,0,0,0,1,0
4,535000,52600,1,1,0,1,0
8,225000,110000,1,1,1,0,1
3,550000,19890,0,0,0,0,1
4,670000,7104,0,1,0,0,1
5,625000,11918,0,1,0,0,1
3,520000,10510,0,0,0,0,1
4,239000,41000,0,1,0,0,1
5,750000,45974,0,1,0,1,0
8,229999,49824,0,1,0,0,1
7,1300000,58500,0,0,0,1,0
15,80000,56580,0,1,0,0,1
8,385000,52000,0,1,0,1,0
5,760000,55340,0,1,0,0,1
3,600000,46507,0,1,0,1,0
7,450000,1000,0,1,1,1,0
7,1580000,86000,0,0,0,1,0
4,535000,52600,1,1,0,1,0
8,225000,110000,1,1,1,0,1
3,550000,19890,0,0,0,0,1
4,670000,7104,0,1,0,0,1
5,625000,11918,0,1,0,0,1
3,520000,10510,0,0,0,0,1
4,239000,41000,0,1,0,0,1
5,750000,45974,0,1,0,1,0
8,229999,49824,0,1,0,0,1
7,1300000,58500,0,0,0,1,0
15,80000,56580,0,1,0,0,1
8,385000,52000,0,1,0,1,0
5,760000,55340,0,1,0,0,1
3,600000,46507,0,1,0,1,0
3,650000,70000,1,1,0,1,0
9,140000,60000,1,1,1,0,1
9,150000,70000,1,1,0,0,1
2,450000,10000,1,1,1,0,1
3,400000,60000,1,1,0,0,1
4,300000,30000,1,1,0,0,1
8,250000,8000,1,1,0,0,1
1,500000,10000,1,1,0,0,1
18,85000,100000,1,1,3,1,0
8,300000,110000,1,1,0,1,0
15,80000,56580,0,1,0,0,1
5,740000,45000,0,0,0,1,0
15,70000,68500,0,1,0,0,1
1,484999,5007,0,0,0,0,1
7,164000,30000,1,1,0,0,1
12,140000,70000,1,0,0,0,1
9,999000,49600,0,0,0,1,0
15,56000,23000,1,1,1,0,1
14,1050000,30000,0,0,0,1,0
10,190000,38000,0,1,0,0,1
9,235000,43100,0,1,0,0,1
3,350000,10171,0,1,0,0,1
5,465000,41123,0,1,0,1,0
3,1900000,20118,0,0,0,0,1
6,450000,40000,0,1,0,1,0
5,790000,52517,0,1,0,1,0
1,900000,20000,1,1,0,1,0
6,450000,99117,0,1,0,1,0
11,135000,90000,1,1,0,0,1
1,425000,3700,1,1,0,0,1
10,100000,80000,1,1,0,1,0
5,650000,100000,1,1,1,1,0
9,90000,54000,1,1,0,1,0
3,250000,19000,1,1,0,0,1
6,300000,120000,1,1,0,1,0
6,275000,30000,1,1,0,0,1
3,600000,43500,1,1,0,0,1
4,270000,60000,1,1,1,0,1
4,240000,70000,1,1,1,0,1
6,1200000,135000,1,0,3,1,0
8,160000,50000,1,1,0,1,0
2,790000,19571,0,1,0,1,0
2,1200000,29600,0,1,0,0,1
9,175000,70000,1,1,0,0,1
2,950000,15000,1,0,0,1,0
1,340000,50000,1,1,0,0,1
3,825000,13500,1,1,0,1,0
2,780000,25000,0,1,0,1,0
10,350000,80000,1,0,3,0,1
2,690000,39000,0,1,0,0,1
4,245000,60000,1,1,0,0,1
2,790000,49000,0,1,0,1,0
2,680000,48600,0,1,0,0,1
3,540000,20000,1,1,1,0,1
4,425000,25000,1,1,0,0,1
12,140000,120000,1,1,0,0,1
1,1100000,30000,1,1,0,1,0
5,715000,35000,1,1,0,1,0
7,370000,90000,1,1,0,0,1
13,175000,80000,1,1,1,1,0
22,1000000,35000,1,0,1,0,1
7,92800,25000,1,1,1,0,1
6,291000,90000,1,1,0,1,0
7,92800,25000,1,1,1,0,1
4,350000,20000,1,1,0,0,1
22,65000,60000,0,1,3,0,1
5,650000,58000,1,1,0,1,0
6,350000,40000,0,1,0,0,1
15,75000,70000,1,1,1,0,1
8,440000,70000,0,1,0,1,0
7,270000,60000,1,1,0,0,1
6,1150000,135000,0,1,0,1,0
5,238000,70000,0,1,0,0,1
7,1100000,40000,1,0,1,0,1
5,1200000,75000,0,1,1,1,0
10,260000,150000,1,1,0,1,0
8,350000,140000,1,1,3,1,0
5,480000,70000,1,1,0,1,0
8,345000,137250,1,1,1,1,0
7,500000,110000,1,1,1,1,0
3,595000,27000,0,1,0,0,1
1,1295000,9000,0,1,0,1,0
1,1350000,5400,0,1,2,1,0
0,541000,1000,0,1,2,0,1
2,515000,16000,0,1,0,0,1
1,894999,13000,0,1,2,1,0
8,325000,47000,0,1,0,1,0
2,925000,22000,1,1,0,0,1
3,844999,30000,1,1,0,0,1
2,925000,20000,1,1,0,0,1
7,300000,60000,1,1,0,1,0
12,650000,75000,1,1,1,0,1
10,175000,64000,0,1,0,0,1
5,325000,80000,1,1,0,1,0
3,600000,90000,1,1,0,1,0
2,700000,30000,1,1,0,0,1
17,95000,120000,1,0,1,0,1
1,490000,20000,0,1,0,0,1
7,380000,100000,1,1,0,1,0
2,550000,31000,0,1,0,0,1
7,225000,47000,0,1,0,0,1
2,570000,11200,1,1,0,0,1
2,305000,35000,0,1,0,0,1
10,240000,50000,0,1,0,0,0
5,700000,55000,0,1,0,1,0
2,288000,20000,0,1,0,0,1
3,800000,75000,0,1,0,1,0
3,430000,93000,0,1,0,0,1
11,195000,57000,0,1,1,1,0
6,325000,30000,0,1,0,0,1
7,450000,73000,0,1,0,1,0
4,630000,65000,0,1,0,1,0
11,250000,62000,0,1,1,0,1
13,135000,85000,0,1,0,0,1
10,110000,73000,1,1,0,0,1
8,350000,55000,0,1,0,1,0
4,240000,5800,1,1,1,0,1
2,600000,30000,1,1,0,0,1
2,750000,20000,1,1,0,1,0
2,270000,20000,1,1,0,0,1
13,90000,100000,1,1,1,0,1
